building_total_count,building_valid_floor_count,building_missing_floor_count,building_valid_floor_ratio_count,building_missing_floor_ratio_count,building_total_area_m2,building_valid_floor_area_m2,building_missing_floor_area_m2,building_valid_floor_ratio_area,building_missing_floor_ratio_area,floor_min_valid,floor_median_valid,floor_mean_valid,floor_p95_valid,floor_max_valid,grid_total_valid_cells,grid_no_building_cells,grid_building_cells,grid_complete_building_cells,grid_incomplete_building_cells,grid_building_cell_ratio,grid_complete_among_building_cells_ratio,grid_incomplete_among_building_cells_ratio
687229,551471,135758,0.8024559499089823,0.1975440500910177,102866547.17130224,92008833.75443621,10857713.416866038,0.8944485479931116,0.10555145200688847,10.0,21.0,18.131827421568858,41.0,99.0,41546,25357,16189,9065,7124,0.38966446830019735,0.5599481129161776,0.44005188708382237
