epoch,train_loss,val_loss,val_oa,val_macro_f1,val_weighted_f1,lr
1,0.4387197893534033,0.4980867953670945,0.8326703451815732,0.6857311587571464,0.8450005845575986,0.0004999638275996429
2,0.20565644169353997,0.626438732949789,0.8327986654690106,0.6658464455738196,0.8406671410758412,0.0004998553214170351
3,0.14838680146252226,0.7354991263559084,0.8517900680097523,0.6749602602353251,0.8361074332129291,0.0004996745145042111
4,0.11943252659040808,0.5830148340911032,0.8524316694469396,0.7244777618138668,0.8620109226265829,0.0004994214619367081
5,0.10311144722025091,1.4009030036150725,0.7866033619915309,0.6057777318659218,0.7850226520249562,0.0004990962407967894
6,0.09385615411178012,0.5707115461929322,0.877710766072116,0.7026469078218233,0.8818988705568167,0.0004986989501499647
7,0.06766447398364818,0.5022008866623714,0.8905427948158604,0.7592735373107812,0.8918103440691264,0.0004982297110148137
8,0.05967756366449891,0.505443168412292,0.9059412293083536,0.778078577285913,0.9071574401878667,0.0004976886663261227
9,0.055243991836497586,0.5377075863169695,0.897343770050045,0.7671942458719975,0.8949734243523313,0.0004970759808913449
10,0.03926243352599321,0.44336680989303523,0.9154369305787246,0.785387014302406,0.9176251800561407,0.000496391841340399
11,0.039209499005915936,0.5362984099567817,0.9101757987937893,0.7270180392583068,0.9041499187343861,0.0004956364560688198
12,0.03938283323062803,0.6612614333871099,0.8883613499294238,0.7525071067271051,0.889887750357365,0.0004948100551742784
13,0.03836227498818945,0.667858284407603,0.88002053124599,0.7180316601050302,0.8903758453369116,0.0004939128903864929
14,0.030267362664048995,0.6341570335504786,0.8931092005646093,0.729895785537676,0.9025006448924321,0.0004929452349905487
15,0.028961007363070893,0.6126867244785339,0.9073527524701656,0.7615786366325527,0.9080726817157738,0.0004919073837436533
16,0.03281155160909194,0.5628967640383462,0.9146670088540998,0.7493960643675712,0.9104834431128952,0.0004907996527853503
17,0.030299799890522016,0.4281448906012753,0.9289105607596561,0.8141810778551162,0.9291276663321578,0.0004896223795412205
18,0.02937510955593299,0.6127473919620722,0.916463492878224,0.7947043361457807,0.9186833964369203,0.0004883759226200986
19,0.02789584464617978,0.6602572562420612,0.901706659822918,0.7748852073629309,0.904231121719657,0.00048706066170483734
20,0.028125818213319793,0.5263930882236572,0.9159502117284742,0.7725698896631376,0.9205622827210151,0.0004856769974366528
21,0.023378581891447505,0.754405342195161,0.8934941614269216,0.731929534304911,0.8882739787791838,0.000484225351293085
22,0.028875743394605028,0.7786156239366472,0.8805338123957398,0.7400222807691431,0.8714861408446019,0.00048270616545961157
23,0.017539985757390526,0.7350063840565718,0.9082509944822277,0.7506075623250313,0.9071065121825628,0.00048111990269495417
24,0.020269456963078646,0.7515991602509551,0.8943924034389837,0.7498778580830703,0.9005223577845447,0.00047946704619011724
25,0.025728861695295167,0.7541760804412623,0.8802771718208648,0.7466057871637701,0.8901867136201105,0.00047774809942120397
26,0.019657591420292643,0.8132750321775396,0.8899011933786731,0.7399693081634301,0.8953614677913491,0.00047596358599605174
27,0.022850334271702175,0.6407583654358977,0.9180033363274733,0.7859901366099784,0.9173881615738575,0.00047411404949473696
28,0.012673026401435004,0.7003772353255264,0.9147953291415373,0.7868678762606316,0.9134200019464456,0.0004722000533039948
29,0.02141321493626432,0.5890131200595214,0.9240343898370332,0.8148751903561817,0.9246359436574338,0.0004702221804456061
30,0.022903663810440573,0.7200101922889423,0.8919543179776722,0.7567842739034357,0.8955680582905596,0.0004681810333988039
31,0.017827500897905406,0.6401546459185633,0.913255485692288,0.7738844621325363,0.9169488980984668,0.00046607723391675133
32,0.014334693964630236,0.5314196210479692,0.9318619273707173,0.816246231051607,0.9326253144815001,0.0004639114228371508
33,0.012845756751616507,0.6787491758190736,0.9149236494289748,0.7867250620327805,0.9142943826104504,0.00046168425988703785
34,0.02229569835806805,0.61953071145878,0.9224945463877839,0.7708921114848567,0.9215654339835441,0.00045939642348182203
35,0.017056668528061324,0.6019159373256665,0.9119722828179135,0.7778702607747628,0.9150778112449013,0.0004570486105186352
36,0.018848884383026995,0.724540938963953,0.9088925959194148,0.7682591763327594,0.9086438198488773,0.00045464153616404967
37,0.011118091277150051,0.666607345874968,0.917875016040036,0.7840081463839721,0.9181068031278402,0.0004521759336362317
38,0.010301098173821332,0.7930622214051429,0.9015783395354806,0.7547426439969711,0.9042096781663286,0.00044965255398159615
39,0.013907610405689438,0.5483662404907887,0.9296804824842808,0.8054403552157475,0.9286601210098526,0.00044707216584603023
40,0.013969452898779393,0.7026222724981933,0.9160785320159117,0.7967649938969238,0.918604225453224,0.00044443555524075693
41,0.015137654563193548,0.9276055314107877,0.9058129090209162,0.7328572912539201,0.9009419627644547,0.000441743525302908
42,0.015890207491023496,0.8422877298532925,0.8978570511997946,0.7716956828297273,0.9052121163101285,0.00043899689605088083
43,0.010806539580849664,0.6030932596088014,0.9224945463877839,0.8017705487197104,0.924280226184613,0.0004361965041345527
44,0.010083975400613635,0.5053167867231616,0.9287822404722187,0.7948886567043764,0.9275952783275873,0.0004333432025804293
45,0.011107015204233624,0.7024387451766447,0.9173617348902862,0.7767214644113491,0.9165225838700076,0.0004304378605318047
46,0.015508760592427227,0.6301450154992868,0.9192865392018478,0.7672787171584595,0.9217889570385983,0.00042748136298401156
47,0.011896464811669184,1.070035248088469,0.8732195560118055,0.7269888971506937,0.870841907690493,0.00042447461051484315
48,0.01188555826612511,0.6782889558627817,0.9217246246631593,0.7874975998712705,0.922569224308345,0.0004214185190102286
49,0.007348929016121831,0.7796930941391311,0.914410368279225,0.7813676588029046,0.9166267287951737,0.00041831401938524523
50,0.012290947732327109,0.6315240446156322,0.924547670986783,0.7852370970359537,0.9256099251645344,0.0004151620573005528
51,0.016319007860934886,0.6105264556884488,0.9236494289747209,0.7701942079694906,0.9212844126633476,0.00041196359287433616
52,0.01077049529282358,0.6278162869338098,0.9183882971897857,0.8160240793456786,0.920693125330013,0.00040871960038984357
53,0.0040083215115862035,0.8687027741591404,0.905171307583729,0.7921608452865079,0.9033795587998765,0.00040543106799861123
54,0.008927985185316177,0.700883856252503,0.9233927883998461,0.7981778421232053,0.9248244753456225,0.00040209899741946206
55,0.011870823107423323,0.6388322034500589,0.9299371230591557,0.8134005631690009,0.9312170995582272,0.00039872440363337313
56,0.010096358698546097,0.611919806315777,0.9301937636340305,0.7920960159198461,0.92875936787015,0.0003953083145743021
57,0.007677626172051205,0.591173771722679,0.9353265751315283,0.7847706824323315,0.934211682868469,0.00039185177081606866
58,0.008621793649015368,0.651480408857138,0.929167201334531,0.795701594094584,0.9289866407659022,0.00038835582525538584
59,0.007937367202412596,0.7536362239155304,0.9137687668420377,0.7904421523719872,0.9164443403223518,0.0003848215427911376
60,0.009432768693975453,0.7436404253439404,0.9123572436802259,0.7598305972235444,0.9123852849409844,0.0003812499999999997
61,0.007359866779322633,0.7729416512073771,0.9196715000641601,0.8063886212464456,0.9221753516986421,0.00037764228480850477
62,0.0025683721817389383,0.8306218022203933,0.9159502117284742,0.798533340048148,0.9174166022502636,0.00037399949616164874
63,0.004352481947958902,0.8171995466810669,0.9154369305787246,0.7831308377771848,0.9150174593309439,0.000370322743688142
64,0.005712768213786457,0.7851902377554523,0.9206980623636597,0.7791389417065802,0.9187362520616095,0.00036661314736240554
65,0.006958988756736824,0.747939392526896,0.9217246246631593,0.7786533988347457,0.921382354111298,0.0003628718371634158
66,0.009781655437428795,0.645561123079557,0.9277556781727191,0.7942213740716176,0.9281401090966727,0.0003590999527305022
67,0.0045717481571139786,0.6531936047604038,0.9328884896702169,0.8126524711487894,0.9348359641682598,0.0003552986430162023
68,0.0068256302918396645,0.7731576183924317,0.9165918131656615,0.7872478785900031,0.9180575521159945,0.00035146906593627877
69,0.004947142232508104,0.697975836166987,0.929167201334531,0.7916120814903447,0.9281622363976127,0.0003476123880170085
70,0.008951840412107726,0.7172751351172425,0.9281406390350314,0.801088723907284,0.9277533693982276,0.000343729784039846
71,0.004014975303569083,0.8353836380991765,0.9156935711535994,0.7801100909129314,0.9186296497493552,0.0003398224366835743
72,0.003258083043836067,0.8825882146129789,0.9183882971897857,0.7775944668145087,0.9173170636134024,0.00033589153616404963
73,0.010144274161357866,0.8375044779898816,0.9182599769023483,0.7988402211160558,0.9216574897363397,0.0003319382798716496
74,0.009180825532658152,1.044288338115053,0.8882330296419864,0.7517627648322937,0.8956729641972863,0.00032796387200653693
75,0.00799270579224217,0.721504166893276,0.9255742332862825,0.8106265178311504,0.9276179073126376,0.0003239695232118483
76,0.004031956072658897,0.7670225155612553,0.9196715000641601,0.7859774674896123,0.9210649115504131,0.00031995645020492074
77,0.004420893614530613,0.773999053360944,0.9233927883998461,0.8032436300712059,0.9257262765156561,0.00031592587540666756
78,0.004547595623777614,0.6978520459451084,0.9248043115616579,0.8065967691463389,0.9253950872616196,0.0003118790265692175
79,0.003909513541972691,0.8156387189928245,0.9167201334530989,0.7898672982567352,0.9189166219060584,0.0003078171364019291
80,0.0032054389648241977,0.8127756680836468,0.9212113435134095,0.7931109393928977,0.9231503621244816,0.0003037414421958957
81,0.008036483726926263,0.7893460855948897,0.9136404465546003,0.7851931616808762,0.9168105808301004,0.0002996531854470545
82,0.005612560601734703,0.8130346948835263,0.9105607596561016,0.7796732794719439,0.9136234869963905,0.00029555361147801524
83,0.003962656136162329,0.85918531659014,0.9173617348902862,0.7837085686163502,0.9200774166647073,0.00029144396905872216
84,0.004020153007544342,0.8143188396566619,0.9154369305787246,0.7955992976475567,0.917586195198753,0.0002873255100260674
85,0.004469010471018352,0.8862502859421192,0.9142820479917875,0.7925274574463816,0.9182671665988766,0.0002831994889025685
86,0.00501663318741816,0.7891470357097803,0.9235211086872834,0.8071880448326052,0.9236623145296695,0.0002790671625142294
87,0.0034897950334799002,0.6685290430694013,0.9300654433465931,0.7944275164675475,0.9307380879736831,0.0002749297896076988
88,0.002401316433292386,0.7466855830308361,0.9313486462209676,0.8124965163470121,0.9321266443095111,0.00027078863046684366
89,0.0016402469106447796,0.7895177827030871,0.9277556781727191,0.8097175670761909,0.9295695278143056,0.00026664494652885444
90,0.002168149242324508,0.878674627131842,0.9185166174772231,0.7941655005117417,0.9195383342463082,0.0002624999999999996
91,0.0015167721103197327,0.7937325607675808,0.9289105607596561,0.8071246891099914,0.9291639605525192,0.00025835505347114476
92,0.0023400754717761295,0.7825387548672817,0.9281406390350314,0.784733435275325,0.9272436258783581,0.00025421136953315566
