38,7,0,29,0,0,0,0,0,0,0
7,307,0,0,0,0,0,0,0,0,0
0,39,1239,0,0,3,0,0,0,0,0
22,1,0,1058,2,0,0,0,7,0,0
4,7,0,72,29,0,0,0,0,0,0
0,51,26,0,0,130,0,0,0,0,0
0,0,0,0,0,0,184,0,9,14,0
0,0,0,0,0,0,0,2690,110,0,0
6,0,0,9,0,0,0,0,595,0,1
0,0,0,0,0,0,0,0,2,244,0
0,0,0,0,0,0,0,0,0,0,645
