55,1,0,18,0,0,0,0,0,0,0
7,201,106,0,0,0,0,0,0,0,0
0,83,1190,4,0,4,0,0,0,0,0
0,8,14,1000,17,26,13,5,5,2,0
5,2,0,59,36,0,8,0,0,2,0
0,66,2,24,6,101,0,0,8,0,0
1,0,39,5,7,2,152,0,0,1,0
0,0,0,0,0,2,0,2715,83,0,0
1,0,0,3,10,3,0,2,582,10,0
0,0,0,1,23,0,13,0,8,201,0
0,0,0,0,0,0,0,0,0,0,645
