epoch,train_loss,val_loss,val_oa,val_macro_f1,val_weighted_f1
64,0.03752374645002724,0.8693957947983262,0.8918259976902349,0.7028108387249347,0.892983016251533
65,0.0655732884721764,0.8327833300621026,0.8841267804439882,0.6962022123958826,0.889840976567043
66,0.05248356796782404,0.8714805764010494,0.8951623251636084,0.6988948543260405,0.8953615178724517
67,0.052125909043171166,0.8031815775441212,0.8887463107917362,0.6906693278418158,0.8901720946607008
68,0.03430247487293729,0.8177176492454528,0.8818170152701142,0.705397151417997,0.8867493811863625
69,0.1121814615357057,0.5444775128866056,0.8668035416399332,0.690930965558238,0.8732379659925886
70,0.043651674480808096,0.7437681957077423,0.895932246888233,0.7157647292831446,0.8987076554434428
71,0.034080364466394605,0.8443570040541316,0.8816886949826768,0.6971088065829903,0.8874627503560281
72,0.04907860807937228,0.8397697794266682,0.8688566662389324,0.6883668868133097,0.8732026063201176
73,0.05353587347939229,0.8374037683231322,0.8943924034389837,0.7169595283555465,0.8965383378473697
74,0.033021378412394,0.7608201504472297,0.877710766072116,0.7025102414299199,0.8818810353904768
75,0.07081548949629683,0.802246777813834,0.8920826382651097,0.709657648879726,0.8984745984383982
76,0.029687603892033676,0.8659392269432755,0.8916976774027974,0.7130728301766458,0.894975444975626
77,0.029311505993220962,0.9151638867409643,0.8922109585525472,0.6931954021264265,0.8923231384579019
78,0.10773854253643206,0.6935811926223908,0.8967021686128577,0.7155083920972352,0.8984647978100062
79,0.041108930231035914,0.7979325265295084,0.8916976774027974,0.7093530974591871,0.8935401421049861
80,0.027088383346657082,0.8992151865804632,0.8893879122289234,0.7112716572578456,0.8899994653407636
81,0.031773661235311085,0.958413225770758,0.8931092005646093,0.7114157961584419,0.893376239293717
82,0.029119560289310068,1.060069120717593,0.8770691646349288,0.6849876986972183,0.8803515396418158
83,0.05777865400920685,0.8592486650856211,0.8933658411394841,0.7126466779458146,0.8936709117673243
84,0.028906338564640956,0.8583914401284799,0.8782240472218658,0.7023423129808214,0.8804933635285828
85,0.03424235998127454,0.892667324620139,0.8837418195816759,0.7053465902756094,0.8885059704190013
86,0.03134096562892294,0.9698408369135564,0.8838701398691133,0.7025609596977803,0.8866392566715701
87,0.03685827624742695,1.114025402490247,0.8850250224560503,0.6759283095704794,0.8837401146452742
88,0.045132569280263456,0.8667444012267002,0.8870781470550494,0.7016049563756354,0.889522605049204
89,0.028308021303727286,1.0181012856815668,0.8933658411394841,0.7036677200268739,0.893410777264767
90,0.11508518921643174,0.7742301785703913,0.8933658411394841,0.7016880841843999,0.8929580126737174
91,0.028060519526942027,0.9597802721487652,0.8904144745284229,0.7114445624125397,0.893156715886099
92,0.030088095387797976,0.9872313212234415,0.8895162325163608,0.6960588347858248,0.8882891677575484
93,0.04425372337112503,0.8529592088753187,0.8873347876299242,0.7026078187220809,0.8892412989688124
94,0.04464163756494749,0.7976877901493492,0.8883613499294238,0.7125626757708864,0.8943247124882628
95,0.026466601499254748,0.9082879994405537,0.8895162325163608,0.7158115426975606,0.8926762489657984
96,0.07638344163694263,0.9713602499078143,0.8381881175413833,0.6676134745221257,0.8485291661012745
97,0.024732490490231046,0.9351686317398947,0.8879763890671115,0.7108485882775577,0.8914764020459907
98,0.025224283630468865,0.9068813253742913,0.8807904529706146,0.6913468470481562,0.8832398077628092
99,0.043313611145607875,0.8236101675607201,0.8779674066469909,0.6842232386629736,0.8819323189085133
100,0.04314048660657534,0.8452671645072853,0.8943924034389837,0.7106805547605411,0.8956070480994588
101,0.02112417559559097,0.9487361711604211,0.8802771718208648,0.690398102643589,0.8805115680730491
102,0.03354782602835308,1.004449242166083,0.8752726806108045,0.6748410204566145,0.879014797741976
103,0.03853095804142369,0.9093045798075499,0.8804054921083023,0.6860672321144691,0.8830102241850477
